app_name,year,recommendations
Go! Go! Nippon! ~My First Trip to Japan~,2014,9
Go! Go! Nippon! ~My First Trip to Japan~,2015,11
Worms Armageddon,2013,2
Worms Armageddon,2014,1
Worms Armageddon,2015,2
A.V.A. Alliance of Valiant Arms™,2015,4
A.V.A. Alliance of Valiant Arms™,2013,2
Crysis 2 - Maximum Edition,2014,14
Crysis 2 - Maximum Edition,2012,4
Crysis 2 - Maximum Edition,2013,4
Grimm,2014,5
Gon' E-Choo!,2015,2
They Bleed Pixels,2013,1
They Bleed Pixels,2015,4
Machinarium,2015,4
Machinarium,2013,4
Machinarium,2010,2
Machinarium,2014,2
You Have to Win the Game,2014,18
You Have to Win the Game,2015,6
Half-Life 2: Lost Coast,2015,3
Half-Life 2: Lost Coast,2013,5
Half-Life 2: Lost Coast,2014,5
Dynamite Jack,2015,1
A.R.E.S.: Extinction Agenda,2014,1
A.R.E.S.: Extinction Agenda,2011,2
Valkyria Chronicles™,2015,11
Valkyria Chronicles™,2014,8
The Mean Greens - Plastic Warfare,2015,4
Dystopia,2013,3
Dystopia,2014,2
sZone-Online,2015,3
Thunder Wolves,2014,2
Super MNC,2015,8
Super MNC,2014,13
Super MNC,2012,10
Super MNC,2013,15
Rising World,2015,4
Sleeping Dogs: Nightmare in North Point,2015,2
Dead Space,2015,2
Dead Space,2014,4
Dead Space,2013,9
Eldevin,2015,2
Eldevin,2014,6
Assassin's Creed® Syndicate,2015,4
L.A. Noire,2015,8
L.A. Noire,2014,4
L.A. Noire,2013,8
AirMech Strike,2012,3
AirMech Strike,2015,20
AirMech Strike,2014,46
AirMech Strike,2013,20
Sang-Froid - Tales of Werewolves,2014,5
140,2014,6
140,2015,2
Road Redemption,2015,5
Road Redemption,2014,10
Borderlands 2: Headhunter 2: Wattle Gobbler,2014,2
Binding of Isaac: Wrath of the Lamb,2013,2
Binding of Isaac: Wrath of the Lamb,2014,3
Binding of Isaac: Wrath of the Lamb,2015,2
Worms Revolution,2014,5
Worms Revolution,2013,2
Worms Revolution,2015,2
Age of Chivalry,2014,6
Age of Chivalry,2013,2
Age of Chivalry,2012,4
Age of Chivalry,2011,1
Stonehearth,2015,7
Dead Rising 3 Apocalypse Edition,2014,23
Dead Rising 3 Apocalypse Edition,2015,2
Saints Row: The Third Initiation Station,2012,2
Saints Row: The Third Initiation Station,2011,2
Saints Row: The Third Initiation Station,2014,2
Might & Magic® Heroes® VII,2015,2
TUG,2014,1
TUG,2015,2
Ziggurat,2014,10
Ziggurat,2015,5
The Old Tree,2015,6
Two Worlds Epic Edition,2013,2
Two Worlds Epic Edition,2015,1
Grand Theft Auto: Episodes from Liberty City,2014,7
Grand Theft Auto: Episodes from Liberty City,2011,2
Grand Theft Auto: Episodes from Liberty City,2013,2
Grand Theft Auto: Episodes from Liberty City,2015,2
Panzer Corps,2015,2
MINERVA,2014,2
MINERVA,2015,6
MINERVA,2013,1
Arma II: DayZ Mod,2013,16
Arma II: DayZ Mod,2014,21
Arma II: DayZ Mod,2015,2
Postal III,2014,2
Medieval II: Total War™ Kingdoms,2014,4
The Elder Scrolls III: Morrowind® Game of the Year Edition,2015,8
The Elder Scrolls III: Morrowind® Game of the Year Edition,2014,10
The Elder Scrolls III: Morrowind® Game of the Year Edition,2012,2
The Elder Scrolls III: Morrowind® Game of the Year Edition,2013,2
Secret of the Magic Crystals,2014,5
Secret of the Magic Crystals,2013,5
Secret of the Magic Crystals,2012,1
Drunken Robot Pornography,2014,4
Drunken Robot Pornography,2013,2
Reassembly,2015,2
Thief Town,2015,2
Fork Parker's Holiday Profit Hike,2014,2
Fork Parker's Holiday Profit Hike,2015,2
Sniper Elite: Nazi Zombie Army,2013,10
Sniper Elite: Nazi Zombie Army,2015,1
Sniper Elite: Nazi Zombie Army,2014,2
The Crew™,2014,8
The Crew™,2015,5
Villagers and Heroes,2014,8
"Cook, Serve, Delicious!",2014,9
"Cook, Serve, Delicious!",2015,6
DmC: Devil May Cry,2013,10
DmC: Devil May Cry,2015,11
DmC: Devil May Cry,2014,4
Reversion - The Escape (1st Chapter),2014,4
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015,16
Trine Enchanted Edition,2011,2
Trine Enchanted Edition,2012,2
Trine Enchanted Edition,2015,4
Trine Enchanted Edition,2014,2
Trine Enchanted Edition,2013,2
Cat Goes Fishing,2015,3
Tiny Brains,2014,2
From Dust,2014,2
From Dust,2011,2
Farming Simulator 2013 Titanium Edition,2013,13
Farming Simulator 2013 Titanium Edition,2014,8
Farming Simulator 2013 Titanium Edition,2015,3
Vindictus,2015,15
Vindictus,2014,12
Vindictus,2013,3
Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2014,22
Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2015,18
Strong Bad's Cool Game for Attractive People: Season 1,2013,2
FINAL FANTASY XIV Online,2015,6
FINAL FANTASY XIV Online,2014,3
Pool Nation,2013,1
Pool Nation,2014,6
Divine Souls F2P MMO,2014,3
Divine Souls F2P MMO,2015,2
Steel Rain,2015,2
Symphony,2012,1
System Shock 2,2014,2
System Shock 2,2015,2
Pixel Survivors,2015,2
Sonic Adventure DX,2015,2
Sonic Adventure DX,2014,2
Majestic Nights,2015,2
The Misadventures of P.B. Winterbottom,2012,4
Day of Defeat: Source,2013,8
Day of Defeat: Source,2014,8
Day of Defeat: Source,2015,7
Day of Defeat: Source,2011,3
Day of Defeat: Source,2012,10
Day of Defeat: Source,2010,2
SUNLESS SEA,2014,6
SUNLESS SEA,2015,2
Aliens versus Predator Classic 2000,2013,2
Aliens versus Predator Classic 2000,2014,4
Aliens versus Predator Classic 2000,2015,2
Audiosurf 2,2013,8
Audiosurf 2,2015,1
Audiosurf 2,2014,8
Shelter 2,2015,3
Bloons TD 5,2015,9
Bloons TD 5,2014,5
METAL GEAR SOLID V: GROUND ZEROES,2015,16
METAL GEAR SOLID V: GROUND ZEROES,2014,16
Invisible Apartment,2015,4
Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,2015,37
Ampersand,2015,1
Heavy Bullets,2014,4
The Moon Sliver,2015,2
Napoleon: Total War™,2014,15
Napoleon: Total War™,2011,4
Napoleon: Total War™,2015,1
Napoleon: Total War™,2012,2
Napoleon: Total War™,2013,1
LIMBO,2013,18
LIMBO,2014,9
LIMBO,2012,1
LIMBO,2015,2
Middle-earth: Shadow of Mordor - The Dark Ranger Character Skin,2015,2
Secret World Legends,2015,4
Secret World Legends,2013,6
Secret World Legends,2014,2
Oddworld: Abe's Oddysee®,2011,2
Oddworld: Abe's Oddysee®,2014,14
Oddworld: Abe's Oddysee®,2015,8
Oddworld: Abe's Oddysee®,2012,2
Oddworld: Abe's Oddysee®,2013,2
OCEAN CITY RACING: Redux,2015,2
TerraTech,2015,8
The Elder Scrolls IV: Oblivion® Game of the Year Edition,2014,12
The Elder Scrolls IV: Oblivion® Game of the Year Edition,2011,4
The Elder Scrolls IV: Oblivion® Game of the Year Edition,2015,10
The Elder Scrolls IV: Oblivion® Game of the Year Edition,2013,1
Crusaders of the Lost Idols,2015,4
Endless Sky,2015,8
Darksiders™,2014,4
Darksiders™,2013,4
Darksiders™,2012,1
Darksiders™,2015,4
Infested Planet,2015,2
Infested Planet,2013,2
Infested Planet,2014,2
Supreme Commander: Forged Alliance,2015,4
Supreme Commander: Forged Alliance,2012,2
Supreme Commander: Forged Alliance,2014,8
Dreamfall Chapters,2014,3
D4: Dark Dreams Don’t Die -Season One-,2015,1
NEOTOKYO,2014,4
Destiny Warriors RPG,2015,4
Call of Duty®: Black Ops II - Kawaii Personalization Pack,2014,2
Cards and Castles,2015,2
Poker Night 2,2015,12
Poker Night 2,2013,14
Poker Night 2,2014,14
Spiral Knights: Operation Crimson Hammer,2014,2
Memories of a Vagabond,2015,3
Dev Guy,2015,7
The Last Remnant™,2014,2
SpaceChem,2014,6
SpaceChem,2013,1
SpaceChem,2011,4
Sirius Online,2015,2
Tales of Maj'Eyal,2015,2
Tales of Maj'Eyal,2014,2
Shelter,2015,2
Shelter,2014,5
PAYDAY: The Web Series,2015,10
Microsoft Flight Simulator X: Steam Edition,2014,8
Microsoft Flight Simulator X: Steam Edition,2015,6
Awesomenauts - Rockstar Announcer,2015,2
Amazing World™,2015,2
Amazing World™,2014,5
Undead Overlord,2015,2
Battle of Empires : 1914-1918,2015,4
The Isle,2015,2
Spacebase DF-9,2014,4
Spacebase DF-9,2015,2
Worms Ultimate Mayhem,2014,2
"Warhammer 40,000: Space Marine",2012,2
"Warhammer 40,000: Space Marine",2013,2
"Warhammer 40,000: Space Marine",2014,2
"Warhammer 40,000: Space Marine",2015,2
"Warhammer 40,000: Space Marine",2011,2
Retro City Rampage™ DX,2014,7
Retro City Rampage™ DX,2012,2
how do you Do It?,2015,12
Renegade Ops,2012,2
Renegade Ops,2014,2
Streets of Rage 2,2012,2
Mass Effect,2014,11
Mass Effect,2012,4
Mass Effect,2011,2
Mass Effect,2013,8
Hektor,2015,2
Layers of Fear,2015,1
TimeShift™,2014,2
TimeShift™,2015,2
Assassin's Creed Freedom Cry,2014,2
Assassin's Creed Freedom Cry,2015,4
Hover,2015,4
Dead Rising 2: Off the Record,2015,3
Dead Rising 2: Off the Record,2014,2
Wyv and Keep: The Temple of the Lost Idol,2014,2
Frozen Free Fall: Snowball Fight,2015,7
World of Soccer online,2015,5
Cortex Command,2015,3
Cortex Command,2014,8
X3: Albion Prelude,2015,2
The Inner World,2015,4
The Inner World,2014,2
Despair,2015,4
Renowned Explorers: International Society,2015,2
PAYDAY 2: The Butcher's AK/CAR Mod Pack,2015,2
The Ship: Murder Party,2014,18
The Ship: Murder Party,2015,5
The Ship: Murder Party,2013,2
Sins of a Solar Empire®: Rebellion,2013,6
Sins of a Solar Empire®: Rebellion,2014,18
Sins of a Solar Empire®: Rebellion,2012,2
Sins of a Solar Empire®: Rebellion,2015,6
STAR WARS™ - Dark Forces,2014,2
STAR WARS™ - Dark Forces,2015,6
POSTAL,2015,3
Deus Ex: Revision,2015,2
Armello,2015,6
Offworld Trading Company,2015,4
Kingdom Wars,2015,10
Kingdom Wars,2014,3
Kingdom Wars,2013,2
Timberman,2015,6
RUSH,2015,2
RUSH,2013,4
Remember Me,2015,6
Remember Me,2013,8
Remember Me,2014,6
Grand Ages: Rome,2014,2
Narcissu 1st & 2nd,2014,16
Narcissu 1st & 2nd,2015,9
PAYDAY 2: The OVERKILL Pack,2015,6
QUAKE,2015,2
QUAKE,2014,2
Mortal Kombat Komplete Edition,2013,3
Mortal Kombat Komplete Edition,2015,11
Mortal Kombat Komplete Edition,2014,15
The Collider,2015,4
The Collider,2014,2
New kind of adventure,2015,4
Salt,2015,2
The Basement Collection,2013,1
Knock-knock,2013,2
Teleglitch: Die More Edition,2014,3
Teleglitch: Die More Edition,2015,2
Tom Clancy’s Splinter Cell Blacklist,2015,5
Tom Clancy’s Splinter Cell Blacklist,2014,17
Tom Clancy’s Splinter Cell Blacklist,2013,4
PAYDAY 2: The Golden Grin Casino Heist,2015,2
PAYDAY 2: Gage Ninja Pack,2015,6
PAYDAY 2: Yakuza Character Pack,2015,7
Paranautical Activity: Deluxe Atonement Edition,2015,4
Paranautical Activity: Deluxe Atonement Edition,2013,2
Paranautical Activity: Deluxe Atonement Edition,2014,2
Insecticide Part 1,2014,2
Super Sanctum TD,2014,3
CrossCode,2015,2
Crypt of the NecroDancer,2014,5
Crypt of the NecroDancer,2015,11
Call of Duty®: Black Ops II - Nuketown Zombies Map,2014,2
Doom 3: BFG Edition,2013,2
Doom 3: BFG Edition,2014,4
Doom 3: BFG Edition,2015,2
Doom 3: BFG Edition,2012,2
Stronghold Crusader 2,2014,2
Stronghold Crusader 2,2015,2
CaesarIA,2015,4
Praetorians,2014,4
FlatOut: Ultimate Carnage,2014,2
Evoland,2015,2
Evoland,2014,10
Among the Sleep - Enhanced Edition,2014,6
Among the Sleep - Enhanced Edition,2015,6
LEGO® Star Wars™ - The Complete Saga,2013,2
LEGO® Star Wars™ - The Complete Saga,2014,2
The Evil Within,2015,1
The Evil Within,2014,2
Craft The World,2014,5
Craft The World,2015,2
Smooth Operators,2015,2
Ratz Instagib,2015,20
Space Run,2014,2
Worms Reloaded,2015,6
Worms Reloaded,2014,4
Worms Reloaded,2012,2
Worms Reloaded,2010,3
Worms Reloaded,2011,2
Worms Reloaded,2013,2
oO,2015,5
DisplayFusion,2015,2
Homefront,2015,2
Homefront,2014,6
Cargo! The Quest for Gravity,2013,2
Cargo! The Quest for Gravity,2014,2
Cavern Kings,2014,6
Minecraft: Story Mode - A Telltale Games Series,2015,21
Max Gentlemen,2015,2
Max Gentlemen,2014,13
Galcon 2: Galactic Conquest,2015,3
Galcon 2: Galactic Conquest,2014,1
Electronic Super Joy: Groove City,2015,2
Navy Field 2 : Conqueror of the Ocean,2015,1
Zombie Panic! Source,2014,19
Zombie Panic! Source,2013,15
Zombie Panic! Source,2012,6
FINAL FANTASY® XIII-2,2014,2
FINAL FANTASY® XIII-2,2015,4
GASP,2015,2
Braid,2014,2
Braid,2011,4
Braid,2012,2
Iron Front: Digital War Edition,2013,2
Gone Home,2015,12
Gone Home,2014,29
Gone Home,2013,14
Nuclear Throne,2015,26
Nuclear Throne,2014,7
Eador. Masters of the Broken World,2014,2
Zoombinis,2015,4
NOT A HERO,2015,5
Assassin’s Creed® Brotherhood,2014,10
Assassin’s Creed® Brotherhood,2011,2
MirrorMoon EP,2014,1
Velvet Sundown,2015,2
Velvet Sundown,2014,2
Hydrophobia: Prophecy,2015,2
Catzilla 4K - Advanced,2014,1
Indie Game: The Movie,2014,4
Indie Game: The Movie,2012,2
Survarium,2015,14
Demolition Inc.,2014,1
Demolition Inc.,2012,2
Sid Meier's Pirates!,2015,2
Sid Meier's Pirates!,2014,3
The Dark Eye: Chains of Satinav,2014,4
DuckTales: Remastered,2013,4
DuckTales: Remastered,2014,4
Broken Sword: Director's Cut,2014,2
LEGO The Lord of the Rings,2014,5
LEGO The Lord of the Rings,2013,2
Rush Bros.,2014,5
Rising Angels: Reborn,2014,2
A Bird Story,2015,4
A Bird Story,2014,11
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014,8
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2015,8
Blood: One Unit Whole Blood,2015,1
Alien Rage - Unlimited,2014,2
Magicka 2,2015,4
Alan Wake's American Nightmare,2014,6
Project Explore,2015,2
Sid Meier's Civilization V: Brave New World,2015,6
Sid Meier's Civilization V: Brave New World,2014,2
Toy Soldiers: Complete,2014,2
Westerado: Double Barreled,2015,7
liteCam Game: 100 FPS Game Capture,2015,2
liteCam Game: 100 FPS Game Capture,2014,2
Serious Sam 2,2015,3
Serious Sam 2,2014,5
Jets'n'Guns Gold,2014,2
Double Dragon: Neon,2014,4
Double Dragon: Neon,2015,4
NecroVision,2014,1
NecroVision,2013,2
TeraBlaster,2015,4
Commander Cool 2,2015,7
Sherlock Holmes: Crimes and Punishments,2014,2
Hack 'n' Slash,2014,2
Cloning Clyde,2015,2
Mad Games Tycoon,2015,2
Chaos Reborn,2015,4
Chaos Reborn,2014,2
Murder Miners,2015,17
Murder Miners,2014,6
Sid Meier's Civilization V: Gods and Kings,2012,2
Sid Meier's Civilization V: Gods and Kings,2014,2
PuzzleQuest: Challenge of the Warlords,2011,4
Lovely Planet,2014,3
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2015,5
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2014,5
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2013,3
Company of Heroes: Tales of Valor,2015,2
UnEpic,2013,2
UnEpic,2015,2
Caster,2015,8
The Bridge,2013,2
The Bridge,2015,4
The Bridge,2014,4
Viridi,2015,13
Earth Defense Force: Insect Armageddon,2014,4
Half Minute Hero: The Second Coming,2015,4
BIT.TRIP RUNNER,2015,2
BIT.TRIP RUNNER,2013,4
BIT.TRIP RUNNER,2014,11
BIT.TRIP RUNNER,2011,4
Boring Man: Premium!,2015,2
Rome: Total War™ - Collection,2011,2
Rome: Total War™ - Collection,2014,8
Rome: Total War™ - Collection,2015,11
Rome: Total War™ - Collection,2012,2
Rome: Total War™ - Collection,2013,8
Gunjitsu,2015,2
Crysis Warhead®,2015,1
Crysis Warhead®,2012,2
Rise of the Triad,2013,6
Rise of the Triad,2014,5
Spooky's Jump Scare Mansion,2015,18
Post Apocalyptic Mayhem,2013,2
Post Apocalyptic Mayhem,2014,3
Post Apocalyptic Mayhem,2012,2
Post Apocalyptic Mayhem,2015,1
Portal 2 - The Final Hours,2015,2
D.I.P.R.I.P. Warm Up,2015,1
Peggle Extreme,2015,1
Peggle Extreme,2012,2
Peggle Extreme,2013,3
Peggle Extreme,2014,3
AKIBA'S TRIP: Undead ＆ Undressed,2015,7
Total War Battles: KINGDOM,2015,2
Grey Goo,2015,6
Stronghold Crusader HD,2014,4
Stronghold Crusader HD,2015,2
Paranormal,2013,2
The Secret of Monkey Island: Special Edition,2013,2
FootLOL: Epic Fail League,2015,2
FootLOL: Epic Fail League,2014,4
Unturned - Permanent Gold Upgrade,2015,10
Unturned - Permanent Gold Upgrade,2014,3
Voxelized,2015,2
Grass Simulator,2015,4
Highschool Romance,2015,3
Half-Life: Opposing Force,2013,2
Half-Life: Opposing Force,2015,2
Half-Life: Opposing Force,2014,2
FINAL FANTASY VII,2013,12
FINAL FANTASY VII,2015,11
FINAL FANTASY VII,2014,12
Half-Life: Source,2013,4
Half-Life: Source,2014,6
Half-Life: Source,2015,2
SC2VN - The eSports Visual Novel,2015,8
Delver,2014,8
Delver,2015,2
FarSky,2014,8
FarSky,2015,4
Darkest Hour: Europe '44-'45,2014,1
Hammerfight,2014,2
The Typing of The Dead: Overkill,2014,8
The Typing of The Dead: Overkill,2013,2
"Please, Don’t Touch Anything",2015,3
Probably Archery,2014,1
My Lands: Black Gem Hunting,2015,1
My Lands: Black Gem Hunting,2014,2
LEGO Batman,2014,4
LEGO Batman,2015,2
Pillars of Eternity,2015,4
Valdis Story: Abyssal City,2014,2
X-Blades,2013,2
Keep Talking and Nobody Explodes,2015,6
Emily Wants To Play,2015,1
INK,2015,2
"Warhammer® 40,000: Dawn of War® - Dark Crusade",2014,13
"Warhammer® 40,000: Dawn of War® - Dark Crusade",2012,1
"Warhammer® 40,000: Dawn of War® - Dark Crusade",2015,5
Xenonauts,2014,4
Half-Life Deathmatch: Source,2013,2
Gas Guzzlers Extreme,2015,4
Gas Guzzlers Extreme,2014,2
Thief: Deadly Shadows,2014,2
The Crew™ Season Pass,2015,1
Zero Gear,2014,3
Zero Gear,2015,2
Savage Lands,2015,8
Riff Racer - Race Your Music!,2015,2
Robot Roller-Derby Disco Dodgeball,2015,9
Robot Roller-Derby Disco Dodgeball,2014,4
resident evil 4 / biohazard 4,2014,6
resident evil 4 / biohazard 4,2015,2
The Last Tinker™: City of Colors,2014,4
Trials Evolution: Gold Edition,2015,2
Trials Evolution: Gold Edition,2014,5
Trials Evolution: Gold Edition,2013,3
Doom & Destiny,2015,2
Shroud of the Avatar: Forsaken Virtues,2015,2
La-Mulana,2015,2
Ragnarok Online,2015,2
Ragnarok Online,2014,1
Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,2014,4
Woodle Tree Adventures,2015,9
12 Labours of Hercules II: The Cretan Bull,2015,2
Tom Clancy's Rainbow Six® Vegas 2,2015,1
Tom Clancy's Rainbow Six® Vegas 2,2014,2
Tom Clancy's Rainbow Six® Vegas 2,2013,4
RPG Maker MV,2015,4
Insaniquarium Deluxe,2015,5
Insaniquarium Deluxe,2012,2
Train Fever,2014,2
Train Fever,2015,4
Kane & Lynch 2: Dog Days,2014,2
Kane & Lynch 2: Dog Days,2015,2
Tiny and Big: Grandpa's Leftovers,2013,4
Tiny and Big: Grandpa's Leftovers,2014,4
Tiny and Big: Grandpa's Leftovers,2015,1
The Ship: Single Player,2014,4
planetarian ~the reverie of a little planet~,2014,4
planetarian ~the reverie of a little planet~,2015,6
Absolute Drift,2015,8
Half-Life 2: Update,2015,5
The LEGO® Movie - Videogame,2015,5
Assassin’s Creed® Liberation HD,2014,1
FINAL FANTASY® XIII,2014,9
FINAL FANTASY® XIII,2015,5
Saturday Morning RPG,2014,4
Saturday Morning RPG,2015,2
Mars: War Logs,2013,1
Mars: War Logs,2014,2
Monster Loves You!,2014,4
Monster Loves You!,2013,4
Monster Loves You!,2015,2
Rake,2015,5
Borealis,2015,1
STAR WARS™ Jedi Knight: Dark Forces II,2015,2
STAR WARS™ Jedi Knight: Dark Forces II,2014,2
Defense Grid: The Awakening,2015,2
Defense Grid: The Awakening,2014,2
Thea: The Awakening,2015,2
Tales Runner,2015,1
The Shivah,2015,1
Choice of Robots,2015,4
Choice of Robots,2014,2
Depression Quest,2014,13
Depression Quest,2015,2
Legend of Dungeon,2015,2
Legend of Dungeon,2014,8
Legend of Dungeon,2013,2
Borderlands 2: Tiny Tina's Assault on Dragon Keep,2015,2
Handsome Jack Doppelganger Pack,2015,2
EverQuest® II Free-To-Play. Your Way.™,2015,2
Guncraft,2014,3
Guncraft,2013,2
Radiant Defense,2014,2
ROCKETSROCKETSROCKETS,2015,2
ROCKETSROCKETSROCKETS,2014,4
Wings of Prey,2014,2
Wings of Prey,2011,2
Bully: Scholarship Edition,2015,8
Bully: Scholarship Edition,2014,17
Bully: Scholarship Edition,2013,6
Street Fighter® IV,2011,2
Street Fighter® IV,2014,2
Mass Effect 2,2011,6
Mass Effect 2,2012,4
Mass Effect 2,2013,9
Mass Effect 2,2015,4
Mass Effect 2,2014,8
Fractal: Make Blooms Not War,2013,2
LOOM™,2012,2
Sanctum,2014,15
ibb & obb,2015,7
ibb & obb,2014,2
Risen 3 - Titan Lords,2015,2
CoH 2 - Soviet Commander: Soviet Industry Tactics,2015,1
Puzzle Pirates,2012,2
Puzzle Pirates,2011,2
Seduce Me the Otome,2015,7
PAYDAY 2: The Butcher's Western Pack,2015,2
Prince of Persia®: The Sands of Time,2014,4
Prince of Persia®: The Sands of Time,2011,2
Dungeon Defenders Eternity,2014,5
Dungeon Defenders Eternity,2015,2
Halo: Spartan Strike,2015,2
Brothers - A Tale of Two Sons,2015,6
Brothers - A Tale of Two Sons,2014,40
Brothers - A Tale of Two Sons,2013,10
Ace Combat Assault Horizon - Enhanced Edition,2014,7
Phantasmal: Survival Horror Roguelike,2015,2
FlatOut,2014,2
FlatOut,2015,2
The Forest of Doom,2015,2
The Tiny Bang Story,2014,4
Verde Station,2014,2
"Invisible, Inc.",2014,4
"Invisible, Inc.",2015,4
Tropico 3,2015,1
Tropico 3,2014,2
Sweezy Gunner,2014,2
Need for Speed Undercover,2013,1
Lord of the Rings: War in the North,2015,4
Lord of the Rings: War in the North,2012,6
Lord of the Rings: War in the North,2013,8
Lord of the Rings: War in the North,2014,4
Epigenesis,2015,4
Epigenesis,2014,2
The Showdown Effect,2013,3
The Showdown Effect,2014,3
Automation - The Car Company Tycoon Game,2015,6
Red Faction®: Armageddon™,2012,2
Red Faction®: Armageddon™,2014,6
Shoppe Keep,2015,6
Alpha Protocol™,2015,5
Alpha Protocol™,2013,2
Organ Trail: Director's Cut,2014,4
Space Hulk,2013,2
Victor Vran ARPG,2015,2
Teddy Floppy Ear - The Race,2015,2
Better Late Than DEAD,2015,4
Sonic CD,2012,2
Vertiginous Golf,2015,2
The Old City: Leviathan,2015,2
The Old City: Leviathan,2014,2
Hacker Evolution,2015,2
Hacker Evolution,2014,2
Champions of Regnum,2014,5
Champions of Regnum,2013,1
The Vanishing of Ethan Carter,2015,4
The Vanishing of Ethan Carter,2014,6
Jack Lumber,2013,1
Jack Lumber,2015,2
Proteus,2015,2
Proteus,2014,8
Windward,2015,3
GemCraft - Chasing Shadows,2015,2
PAYDAY 2: The Point Break Heists,2015,1
Full Mojo Rampage,2015,2
MechWarrior Online™,2015,4
Deadnaut,2014,2
Rayman® Origins,2013,2
Rayman® Origins,2012,2
Dinosaur Hunt,2015,7
GRAV,2015,6
Guild of Dungeoneering,2015,2
Lili: Child of Geos - Complete Edition,2014,2
Reus,2013,12
Reus,2014,1
Reus,2015,3
Sacred 3,2015,2
Domestic Dog,2015,1
Really Big Sky,2015,2
Really Big Sky,2014,2
Dead In Bermuda,2015,2
Uplink,2011,2
Uplink,2012,2
Uplink,2015,6
Uplink,2014,1
S.T.A.L.K.E.R.: Shadow of Chernobyl,2014,6
S.T.A.L.K.E.R.: Shadow of Chernobyl,2011,2
S.T.A.L.K.E.R.: Shadow of Chernobyl,2012,2
S.T.A.L.K.E.R.: Shadow of Chernobyl,2015,1
Explodemon,2014,2
Wings of Vi,2015,4
Wings of Vi,2014,2
Strike Vector,2014,18
Intrusion 2,2013,1
Strike Suit Zero,2014,2
Strike Suit Zero,2013,7
Disney•Pixar Cars 2: The Video Game,2014,1
Rampage Knights,2015,4
Ricochet,2013,2
Ricochet,2014,3
Ricochet,2012,1
Ricochet,2015,2
Day of Defeat,2013,2
Day of Defeat,2014,2
One Piece Pirate Warriors 3,2015,1
STAR WARS™ Empire at War - Gold Pack,2014,6
STAR WARS™ Empire at War - Gold Pack,2015,2
PAYDAY™ The Heist: Wolfpack DLC,2015,2
PAYDAY™ The Heist: Wolfpack DLC,2014,1
Human Resource Machine,2015,8
Nevermind,2015,1
The Talos Principle,2015,11
The Talos Principle,2014,2
The Graveyard,2013,1
The Graveyard,2015,1
OMSI 2: Steam Edition,2015,4
OMSI 2: Steam Edition,2014,2
X-Plane 10 Global - 64 Bit,2014,2
Liftoff,2015,6
Aperture Tag: The Paint Gun Testing Initiative,2015,6
Aperture Tag: The Paint Gun Testing Initiative,2014,6
Dysfunctional Systems: Learning to Manage Chaos,2013,2
Dysfunctional Systems: Learning to Manage Chaos,2014,6
Return to Castle Wolfenstein,2015,1
Tasty Blue,2015,4
Before the Echo,2011,2
Before the Echo,2015,2
Echoes+,2015,8
Gods Will Be Watching,2015,3
Gods Will Be Watching,2014,5
Serious Sam HD: The First Encounter,2014,4
Serious Sam HD: The First Encounter,2013,2
Oil Rush Tower Defense Map Pack,2015,2
Duck Game,2015,10
Urban Trial Freestyle,2014,8
Draw a Stickman: EPIC,2013,4
Draw a Stickman: EPIC,2014,1
PAYDAY 2: The OVERKILL B-Sides Soundtrack,2015,2
Assassin's Creed™: Director's Cut Edition,2015,2
Assassin's Creed™: Director's Cut Edition,2014,3
Recettear: An Item Shop's Tale,2015,6
Recettear: An Item Shop's Tale,2010,2
Recettear: An Item Shop's Tale,2013,1
Recettear: An Item Shop's Tale,2014,8
Croixleur Sigma,2015,2
BlazBlue: Calamity Trigger,2014,8
Don't Starve: Reign of Giants,2014,4
PAYDAY 2: A Merry Payday Christmas Soundtrack,2015,2
Euro Truck Simulator,2014,3
Faerie Solitaire,2013,4
Faerie Solitaire,2015,2
Faerie Solitaire,2014,4
Faerie Solitaire,2011,2
MotoGP™13,2015,2
RAGE,2014,6
RAGE,2013,8
RAGE,2011,3
RAGE,2015,2
Software Inc.,2015,2
Puddle,2014,2
Dustforce DX,2013,2
Dustforce DX,2014,2
Dustforce DX,2015,3
Age of Wonders,2011,2
Tree of Life,2015,2
Saints Row: Gat out of Hell,2015,16
"Warhammer® 40,000: Dawn of War® II Chaos Rising",2013,2
"Warhammer® 40,000: Dawn of War® II Chaos Rising",2011,4
"Warhammer® 40,000: Dawn of War® II Chaos Rising",2014,1
Sword of the Stars: Complete Collection,2014,2
Trine 3: The Artifacts of Power,2015,2
Psychonauts,2013,8
Psychonauts,2012,2
Psychonauts,2011,2
Psychonauts,2014,10
Heroine's Quest: The Herald of Ragnarok,2014,4
UnderRail,2014,4
